date,event,violent_or_natural,cause,deaths_per_day,over_average_estimated_deaths_that_day,daily_average_deaths,estimated_total_deaths_annually,estimated_mortality_rate_for_year,estimated_total_population,source_links
10/12/2020,COVID-19 Pandemic,nonviolent,Pandemic,338,-8654.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
7/13/2020,COVID-19 Pandemic,nonviolent,Pandemic,334,-8658.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
7/6/2020,COVID-19 Pandemic,nonviolent,Pandemic,322,-8670.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
6/21/2020,COVID-19 Pandemic,nonviolent,Pandemic,308,-8684.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
9/27/2020,COVID-19 Pandemic,nonviolent,Pandemic,295,-8697.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/29/2020,COVID-19 Pandemic,nonviolent,Pandemic,292,-8700.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
9/20/2020,COVID-19 Pandemic,nonviolent,Pandemic,281,-8711.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
7/4/2020,COVID-19 Pandemic,nonviolent,Pandemic,271,-8721.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
9/28/2020,COVID-19 Pandemic,nonviolent,Pandemic,270,-8722.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/25/2020,COVID-19 Pandemic,nonviolent,Pandemic,257,-8735.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/26/2020,COVID-19 Pandemic,nonviolent,Pandemic,251,-8741.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
7/5/2020,COVID-19 Pandemic,nonviolent,Pandemic,235,-8757.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/24/2020,COVID-19 Pandemic,nonviolent,Pandemic,193,-8799.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
9/7/2020,COVID-19 Pandemic,nonviolent,Pandemic,175,-8817.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/23/2020,COVID-19 Pandemic,nonviolent,Pandemic,144,-8848.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/22/2020,COVID-19 Pandemic,nonviolent,Pandemic,76,-8916.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/21/2020,COVID-19 Pandemic,nonviolent,Pandemic,67,-8925.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/20/2020,COVID-19 Pandemic,nonviolent,Pandemic,57,-8935.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/18/2020,COVID-19 Pandemic,nonviolent,Pandemic,53,-8939.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/19/2020,COVID-19 Pandemic,nonviolent,Pandemic,50,-8942.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/17/2020,COVID-19 Pandemic,nonviolent,Pandemic,22,-8970.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/15/2020,COVID-19 Pandemic,nonviolent,Pandemic,16,-8976.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
3/16/2020,COVID-19 Pandemic,nonviolent,Pandemic,8,-8984.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
